Item Code,Item Name,Profile Name,Item Type,UNIT WEIGHT,U.O.M (NAME),U.O.M (SYMBOL),BRAND,BRAND SECTOR,MANUFACTURER,Category,Sub-Category,Generic Name,Formulation,Route,Instructions,Packing Quantity,Preferred Supplier,Order Category,UNIT PURCHASE PRICE,UNIT SALE PRICE,PACK PURCHASE PRICE,PACK SALE PRICE,STATUS,REORDER POINT,UNIT LOCATION
FLOLA,FLORANORM SATCHET,DRUGS,Satchets,0,Pieces,Pieces,FLORANORM SATCHET,FLORANORM SATCHET,NJIMIA PHARMACEUTICALS,Anti-Diarrheals,Antidote,Saccromyces Boulardii,Other(Specify),PO,,10,NJIMIA PHARMACEUTICALS,Drugs,87.6,135,87.6,87.6,Inactive,,
FLOX 500MG,FLOXAPEN 500MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,FLOXAPEN 500MG TABS,FLOXAPEN 500MG TABS,NJIMIA PHARMACEUTICALS,Antibiotic,Antibacterial,flucloxacillin,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,55.14,100,55.14,55.14,Active,,
FLUCO-150,FLUCONAZOL 150,DRUGS,Tablets/capsules,0,G,G,FLUCONAZOL 150,FLUCONAZOL 150,GLAXOSMITHKLINE,Antifungal,Anti Fungals,Fluconazole,Tablets,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,0,300,0,0,Active,,
FLUCO SUSP,FLOXAPEN 125MG /5ML SUSPENSION,DRUGS,Suspension,0,Ml,Ml,FLOXAPEN 125MG /5ML SUSPENSION,FLOXAPEN 125MG /5ML SUSPENSION,SANOFI PASTEUR,Antibiotic,Antibacterial,flucloxacillin,ORAL SOLUTION,PO,,1,KAM PHARMACY,Drugs,540,810,540,540,Active,,
FLUCON 200MG,FLUCONAZOLE 200MG,DRUGS,Tablets/capsules,0,Mg,Mg,FLUCONAZOLE 200MG,FLUCONAZOLE 200MG,SANOFI PASTEUR,Antifungal,Anti Fungals,Fluconazole,Tablets,PO,,100,GLAXOSMITHKLINE,Drugs,5.62,230,5.62,5.62,Inactive,,
Fol SUR ,Folley Catheter ,DRUGS,Surgical,,N/a,N/a,Folley Catheter ,Folley Catheter ,SANOFI PASTEUR,Surgical,Accesories,,,,,1,,Drugs,0,0,0,0,Active,,
FOP,FOPYN TABS,DRUGS,Tablets/capsules,0,Mg,Mg,FOPYN TABS,FOPYN TABS,GLAXOSMITHKLINE,Muscle Relaxant,Muscle Relaxant,Paracetamol 450Mg+Caffeine 50Mg+Codeine 10Mg+Doxylamine 5Mg,Tablets,PO,,20,NJIMIA PHARMACEUTICALS,Drugs,13.95,27,13.95,13.95,Active,,
FRAM,Framdyrex Eye/Ear Drops,DRUGS,Eye/ear/nose Drops,0,Ml,Ml,Framdyrex Eye/Ear Drops,Framdyrex Eye/Ear Drops,GLAXOSMITHKLINE,Antibiotic,Antibacterial,framycetin dexamethasone phosphate,ENT Drops,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,0,210,0,0,Active,,
FRUS,LASIX 40MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,LASIX 40MG TABS,LASIX 40MG TABS,GLAXOSMITHKLINE,Anti-Hypertensive,Antihypetensive Drugs,Frusemide,Tablets,PO,,30,KAM PHARMACY,Drugs,40,65,40,40,Active,,
GABB,GABBRORAL 250MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,GABBRORAL 250MG TABS,GABBRORAL 250MG TABS,NJIMIA PHARMACEUTICALS,Anti-Amoebic,Anti-amoebics,AMINOSIDINE,Tablets,PO,,12,NJIMIA PHARMACEUTICALS,Drugs,55,93,55,55,Active,,
GALVUSMET,GALVUSMET 50MG/850MG,DRUGS,Tablets/capsules,0,Packet,Packet,GALVUSMET 50MG/850MG,GALVUSMET 50MG/850MG,NJIMIA PHARMACEUTICALS,Anti-Hypertensive,Antihypetensive Drugs,VILDAGLIPTIN/METFORMIN HYDROCHLORIDE,Tablets,PO,,30,NJIMIA PHARMACEUTICALS,Drugs,104.97,161.45,104.97,104.97,Active,,
GAUZE,BACTIGRAS DRESSING,SURGICALS,Consumables,0,Box,Box,BACTIGRAS DRESSING,BACTIGRAS DRESSING,GLAXOSMITHKLINE,N/A,Unknown,SOFRATULLE,Other(Specify),Other(Specify),,5,NJIMIA PHARMACEUTICALS,Surgical,41.5,75,41.5,41.5,Active,,
GAVIS,GAVISCON 200ML,DRUGS,Gel,0,Ml,Ml,GAVISCON 200ML,GAVISCON 200ML,SANOFI PASTEUR,Anti-Stomach Ulcer Agent,Antimotility,GAVISCON,SOLUTION,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,465,800,465,465,Active,,
GEL VAG,Betadine Vaginal Gel,DRUGS,Gel,0,Packet,Packet,Betadine Vaginal Gel,Betadine Vaginal Gel,SANOFI PASTEUR,Antibiotic,Antibacterial,1% Povidone Iodine,Gel,Topical,,1,,Drugs,0,1375.5,0,0,Active,,
GENT  E/DROPS,Gentamycin E/Drops,DRUGS,Eye/ear/nose Drops,0,N/a,N/a,Gentamycin E/Drops,Gentamycin E/Drops,SANOFI PASTEUR,Eye Antibiotic Drops,Accesories,Gentamycin Sulphate 0.3%,,,,1,,Drugs,18,75,18,18,Active,,
GIV SET,GIVING SET (PEDIATRIC),SURGICALS,OTHERS,0,Pieces,Pieces,GIVING SET (PEDIATRIC),GIVING SET (PEDIATRIC),GLAXOSMITHKLINE,Surgical,Unknown,GIVING SET,Other(Specify),Other(Specify),,1,NJIMIA PHARMACEUTICALS,Surgical,75,120,75,75,Active,,
GLA255,AUGMENTIN BD SYRUP 457,DRUGS,syrup,0,Mg,Mg,AUGMENTIN BD SYRUP 457,AUGMENTIN BD SYRUP 457,GLAXOSMITHKLINE,Antibiotic,Antibacterial,Amoxicillin 400Mg+Clavulanic Acid 57Mg,Syrup,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,849.59,1400,849.59,849.59,Active,,
GLU,Glucostics,SURGICALS,Accessories,0,Pieces,Pieces,Glucostics,Glucostics,GLAXOSMITHKLINE,Surgical,Glucometer Strips,glucose sticks,,,,1,GLAXOSMITHKLINE,Surgical,0,25,0,0,Active,,
GLU 850,GLUCOPHAGE 850MG,DRUGS,Tablets/capsules,0,Mg,Mg,GLUCOPHAGE 850MG,GLUCOPHAGE 850MG,NJIMIA PHARMACEUTICALS,N/A,Unknown,Metformin,Tablets,PO,,30,NJIMIA PHARMACEUTICALS,Drugs,10.2,20,10.2,10.2,Active,,
GLUC.FORTE,Glucored Forte,DRUGS,Tablets/capsules,0,Mg,Mg,Glucored Forte,Glucored Forte,NJIMIA PHARMACEUTICALS,Anti-Diabetic,Anti-Diabetic,Glibenclamide 5mg/metformin 500mg,Tablets,PO,,50,,Drugs,20.8,30,20.8,20.8,Active,,
GLUCOM,GLUCOMETER MACHINE,SURGICALS,Accessories,0,N/a,N/a,GLUCOMETER MACHINE,GLUCOMETER MACHINE,GLAXOSMITHKLINE,N/A,Accesories,accucheck,Other(Specify),Other(Specify),,1,GLAXOSMITHKLINE,Surgical,1250,2500,1250,1250,Active,,
GLUCOSE,glucose powder,DRUGS,Accessories,0,Packet,Packet,glucose powder,glucose powder,SANOFI PASTEUR,N/A,Accesories,Sodium Chloride,,,,1,GLAXOSMITHKLINE,Drugs,20,25,20,20,Active,,
GLYCE,GLYCEROL SUPP PAEDS 2G,DRUGS,Suppositories,0,G,G,GLYCEROL SUPP PAEDS 2G,GLYCEROL SUPP PAEDS 2G,SANOFI PASTEUR,N/A,Non - Specific,GLYCERINE 2G SUPPOSITORY,Gel,PR,,12,NJIMIA PHARMACEUTICALS,Drugs,18.75,40,18.75,18.75,Active,,
GRABACIN,GRABACIN-3,DRUGS,Ointment/cream,0,G,G,GRABACIN-3,GRABACIN-3,SANOFI PASTEUR,Antibiotic Ointment,Antibacterial,NEOMYCIN/POLYMYXIN/BACITRACIN,Gel,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,174,390,174,174,Active,,
GRE.500,GRESEOFULVIN 500 MGS,DRUGS,Tablets/capsules,0,G,G,GRESEOFULVIN 500 MGS,GRESEOFULVIN 500 MGS,GLAXOSMITHKLINE,Antifungal,Antifibrinolytic Agents,Griseofulvin,Tablets,PO,,1,KAM PHARMACY,Drugs,6.27,15,6.27,6.27,Active,,
GYNO,GYNO-DAKTARIN,DRUGS,PESSARIES,100,Mg,Mg,GYNO-DAKTARIN,GYNO-DAKTARIN,GLAXOSMITHKLINE,Anti-Fungal Pessaries,Anti Fungals,Miconazole Nitrate,Other(Specify),Other(Specify),,3,NJIMIA PHARMACEUTICALS,Drugs,290,555,290,290,Active,,
HAR SUR 500MLS,Hartmanns Soln.500Mls 500Mls,DRUGS,Surgical,0,N/a,N/a,Hartmanns Soln.500Mls 500Mls,Hartmanns Soln.500Mls 500Mls,GLAXOSMITHKLINE,Surgical,Accesories,"sodium lactate,sodium chloride,calcium chloride,potassium chloride",SOLUTION,IV,,1,KAM PHARMACY,Drugs,39,100,39,39,Active,,
HAR233,PREGNACARE PLUS,DRUGS,Tablets/capsules,0,Mg,Mg,PREGNACARE PLUS,PREGNACARE PLUS,NJIMIA PHARMACEUTICALS,Supplements,Supplement,PREGNACARE,Tablets,PO,,56,,Drugs,23.2,50,23.2,23.2,Active,,
HCT CREAM,Hydrocortisone 1% Cream,DRUGS,Ointment/cream,0,Packet,Packet,Hydrocortisone 1% Cream,Hydrocortisone 1% Cream,NJIMIA PHARMACEUTICALS,Steroid Cream,Corticosteroids,Hydrocortisone 1% Cream,Cream,Topical,,1,,Drugs,28,100,28,28,Active,,
HCT OINT,Hydrocortisone 1% Ointment,DRUGS,Ointment/cream,0,Packet,Packet,Hydrocortisone 1% Ointment,Hydrocortisone 1% Ointment,NJIMIA PHARMACEUTICALS,Steroid Ointment,Corticosteroids,Hydrocortisone 1% Ointment,Ointment,Topical,,1,GLAXOSMITHKLINE,Drugs,32,100,32,32,Active,,
HCTZ 25MG,HydroChloroThiazide 25mg,DRUGS,Tablets/capsules,0,Mcg,Mcg,HydroChloroThiazide 25mg,HydroChloroThiazide 25mg,GLAXOSMITHKLINE,Anti-Hypertensive,Antihypetensive Drugs,HYDROCHLOTHIAZIDE,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,0.75,5,0.75,0.75,Active,,
HCTZ 50MG,HydroChloroThiazide 50mg,DRUGS,Tablets/capsules,0,Mg,Mg,HydroChloroThiazide 50mg,HydroChloroThiazide 50mg,SANOFI PASTEUR,Anti-Hypertensive,Antihypetensive Drugs,HYDROCHLOTHIAZIDE,Tablets,PO,,100,NJIMIA PHARMACEUTICALS,Drugs,0.95,5,0.95,0.95,Active,,
HEXAXIM,HEXAXIM,DRUGS,Injection,0,Ml,Ml,HEXAXIM,HEXAXIM,SANOFI PASTEUR,Vaccine,Unknown,hexaxim,Injection,IM,,1,SANOFI PASTEUR,Drugs,4768.05,6700,4768.05,4768.05,Active,,
HUM,Humalog 100 U/L 3 ML 5''s,DRUGS,Injection,0,Ml,Ml,Humalog 100 U/L 3 ML 5''s,Humalog 100 U/L 3 ML 5''s,SANOFI PASTEUR,Anti-Diabetic,Anti-Diabetic,HUMALOG,Injection,IM,,5,SANOFI PASTEUR,Drugs,4261,5800,4261,4261,Active,,
Hyd SUR ,Hydrogen Peroxide 5Lt ,DRUGS,Surgical,0,N/a,N/a,Hydrogen Peroxide 5Lt ,Hydrogen Peroxide 5Lt ,GLAXOSMITHKLINE,Surgical,Accesories,,,,,1,,Drugs,,0,,,Active,,
IBI/125MG,IBIDROXIL 125/5ML SYRUP,DRUGS,syrup,0,Ml,Ml,IBIDROXIL 125/5ML SYRUP,IBIDROXIL 125/5ML SYRUP,GLAXOSMITHKLINE,Antibiotic,Antibacterial,CEFADROXIL MONOHYDRATE,Syrup,PO,,1,GLAXOSMITHKLINE,Drugs,218,410,218,218,Active,,
IBI250,IBIDROXIL  250MGS/5ML SYRUP,DRUGS,syrup,0,Ml,Ml,IBIDROXIL  250MGS/5ML SYRUP,IBIDROXIL  250MGS/5ML SYRUP,GLAXOSMITHKLINE,Antibiotic,Antibacterial,CEFADROXIL MONOHYDRATE,Syrup,PO,,1,GLAXOSMITHKLINE,Drugs,322,600,322,322,Active,,
IBU/PARA,BRUSTAN TABS,DRUGS,Tablets/capsules,0,Mg,Mg,BRUSTAN TABS,BRUSTAN TABS,NJIMIA PHARMACEUTICALS,Anti-Pyretic/Analgesic,Analgesic,IBUPROFEN/PARACETAMOL 400/325MG,Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,9.7,30,9.7,9.7,Active,,
IMAX,IMAXONE 1G (CEFTRIAXONE),DRUGS,Injection,0,G,G,IMAXONE 1G (CEFTRIAXONE),IMAXONE 1G (CEFTRIAXONE),NJIMIA PHARMACEUTICALS,Antibiotic,Antibacterial,CEFTRIAXONE 1G,Injection,IV,,1,GLAXOSMITHKLINE,Drugs,50,250,50,50,Active,,
INJ PAL.,Paluther,DRUGS,Injection,0,Mg,Mg,Paluther,Paluther,GLAXOSMITHKLINE,Antimalaria,Antimalarials,,,,,6,,Drugs,100,0,100,100,Inactive,,
INJ001,SODIUM BICARBONATE INJ,DRUGS,Injection,0,N/a,N/a,SODIUM BICARBONATE INJ,SODIUM BICARBONATE INJ,SANOFI PASTEUR,Anti-Electrolyte Imbalance Agent,Accesories,Sodium Bicarbonate,Injection,IV,,1,NJIMIA PHARMACEUTICALS,Drugs,119,190,119,119,Active,,
INJ002,Apresoline 20Mg inj.,DRUGS,Injection,0,N/a,N/a,Apresoline 20Mg inj.,Apresoline 20Mg inj.,SANOFI PASTEUR,Anti-Hypertensive,Accesories,Hydralazine,Injection,IV,,1,,Drugs,0,0,0,0,Active,,
INJ003,Atropine inj.,DRUGS,Injection,0,N/a,N/a,Atropine inj.,Atropine inj.,SANOFI PASTEUR,Antidote Agent,Accesories,Atropine Sulphate,Injection,IM,,1,,Drugs,9,50,9,9,Active,,
INJ004,Depo Inj.,DRUGS,Injection,0,N/a,N/a,Depo Inj.,Depo Inj.,GLAXOSMITHKLINE,Injectable Contraceptive,Accesories,Medroxyprogesterone Acetate,Injection,IM,,1,,Drugs,0,500,0,0,Active,,
INJ005,Diprofos 2Mg +5Ml Inj.,DRUGS,Injection,0,N/a,N/a,Diprofos 2Mg +5Ml Inj.,Diprofos 2Mg +5Ml Inj.,GLAXOSMITHKLINE,Injectable Steroid Agent,Accesories,Betamethasone Dipropionate+Betamethasone Sodium Phosphate,,,,1,,Drugs,528,800,528,528,Active,,
INJ006,Piriton 10Mg Injection,DRUGS,Injection,0,N/a,N/a,Piriton 10Mg Injection,Piriton 10Mg Injection,GLAXOSMITHKLINE,Antihistamine,Accesories,Chlorpheniramine Maleate,Injection,IM,,1,,Drugs,10,90,10,10,Active,,
INJ007,Paracetamol  10Mls INJ.,DRUGS,Injection,0,N/a,N/a,Paracetamol  10Mls INJ.,Paracetamol  10Mls INJ.,NJIMIA PHARMACEUTICALS,Anti-Pyretic/Analgesic,Accesories,Paracetamol,,,,1,,Drugs,0,250,0,0,Inactive,,
INJ008,Xpen Inj.,DRUGS,Injection,0,N/a,N/a,Xpen Inj.,Xpen Inj.,NJIMIA PHARMACEUTICALS,Antibiotic,Accesories,Amoxicillin,Injection,IM,,1,,Drugs,0,0,0,0,Active,,
INJ009,Lignocaine 2%,DRUGS,Injection,0,N/a,N/a,Lignocaine 2%,Lignocaine 2%,GLAXOSMITHKLINE,Local Anaesthesia Agent,Accesories,Lidocaine 2%,,,,1,,Drugs,40,250,40,40,Active,,
INJ010,Lignocaine With Adrenaline,DRUGS,Injection,0,N/a,N/a,Lignocaine With Adrenaline,Lignocaine With Adrenaline,SANOFI PASTEUR,Local Anaesthesia Agent,Accesories,,,,,1,,Drugs,0,0,0,0,Active,,
INJ011,Paluther 80Mg injection,DRUGS,Injection,0,N/a,N/a,Paluther 80Mg injection,Paluther 80Mg injection,SANOFI PASTEUR,Anti-Malaria,Accesories,Artemether,Injection,IM,,1,,Drugs,0,800,0,0,Active,,
INJ012,Adrenaline 1Mg Inj.,DRUGS,Injection,0,N/a,N/a,Adrenaline 1Mg Inj.,Adrenaline 1Mg Inj.,SANOFI PASTEUR,Vasoconstrictor/Anti-Allergic/Anti-Anaphylactic Agent,Accesories,Adrenaline,Injection,IM,,1,,Drugs,5.4,100,5.4,5.4,Active,,
INJ013,Lasix Inj.  20Mg,DRUGS,Injection,0,N/a,N/a,Lasix Inj.  20Mg,Lasix Inj.  20Mg,GLAXOSMITHKLINE,Diuretic Agent,Accesories,Frusemide Sodium,Injection,IM,,1,,Drugs,7.6,50,7.6,7.6,Active,,
INJ014,Aminophylline Inj. 250Mg,DRUGS,Injection,0,N/a,N/a,Aminophylline Inj. 250Mg,Aminophylline Inj. 250Mg,GLAXOSMITHKLINE,Broncho-Dilator Agent,Accesories,Aminophyllin,,,,1,,Drugs,650,650,650,650,Active,,
INJ015,Plasil 10Mg Injection,DRUGS,Injection,0,N/a,N/a,Plasil 10Mg Injection,Plasil 10Mg Injection,GLAXOSMITHKLINE,Motility Stimulants,Accesories,Metoclopromide,Injection,IM,,10,GLAXOSMITHKLINE,Drugs,10,80,10,10,Active,,
INJ016,Buscopan injection 20Mg,DRUGS,Injection,0,N/a,N/a,Buscopan injection 20Mg,Buscopan injection 20Mg,NJIMIA PHARMACEUTICALS,Antispasmodic,Accesories,Hyoscine Butylbromide,Injection,IM,,1,KAM PHARMACY,Drugs,42,180,42,42,Active,,
INJ017,Aspergic Inj. 500Mg,DRUGS,Injection,0,N/a,N/a,Aspergic Inj. 500Mg,Aspergic Inj. 500Mg,NJIMIA PHARMACEUTICALS,Antipyretic/Analgesic,Accesories,Acetylsalicylic Acid,Injection,IM,,1,,Drugs,76,115,76,76,Active,,
INJ018,Aspergic Inj. 1 Gm,DRUGS,Injection,0,N/a,N/a,Aspergic Inj. 1 Gm,Aspergic Inj. 1 Gm,GLAXOSMITHKLINE,Antipyretic/Analgesic,Accesories,Acetylsalicylic Acid,Injection,IV,,1,,Drugs,0,0,0,0,Active,,
INJ019,Rocephine Iv. 500Mg,DRUGS,Injection,0,N/a,N/a,Rocephine Iv. 500Mg,Rocephine Iv. 500Mg,SANOFI PASTEUR,Antibiotic,Accesories,Cefriaxone,,,,1,,Drugs,1040,1380,1040,1040,Active,,
INJ020,Rocephine Iv. 1 Gm,DRUGS,Injection,0,N/a,N/a,Rocephine Iv. 1 Gm,Rocephine Iv. 1 Gm,SANOFI PASTEUR,Antibiotic,Accesories,Cefriaxone,,,,1,,Drugs,884,1450,884,884,Active,,
INJ021,Rocephin Im. 500Mg,DRUGS,Injection,0,N/a,N/a,Rocephin Im. 500Mg,Rocephin Im. 500Mg,SANOFI PASTEUR,Antibiotic,Accesories,Cefriaxone,,,,1,,Drugs,1040,1380,1040,1040,Active,,
INJ022,Rocephin Im. 1 Gm,DRUGS,Injection,0,N/a,N/a,Rocephin Im. 1 Gm,Rocephin Im. 1 Gm,GLAXOSMITHKLINE,Antibiotic,Accesories,Cefriaxone,,,"
",1,,Drugs,1480,2104,1480,1480,Active,,
INJ023,Diazepam Inj. 10Mg,DRUGS,Injection,0,N/a,N/a,Diazepam Inj. 10Mg,Diazepam Inj. 10Mg,GLAXOSMITHKLINE,Sedative,Accesories,Diazepam,Injection,PR,,1,,Drugs,63,150,63,63,Active,,
INJ024,DICLO-DENK 75MG/3ML INJECTION,DRUGS,Injection,0,N/a,N/a,DICLO-DENK 75MG/3ML INJECTION,DICLO-DENK 75MG/3ML INJECTION,GLAXOSMITHKLINE,Analgesic,Accesories,Diclofenac Sodium,Injection,IM,,1,NJIMIA PHARMACEUTICALS,Drugs,73.5,220,73.5,73.5,Active,,
INJ025,Gentamycin Inj. 80Mg,DRUGS,Injection,0,N/a,N/a,Gentamycin Inj. 80Mg,Gentamycin Inj. 80Mg,NJIMIA PHARMACEUTICALS,Antibiotic,Accesories,Gentamycin,Injection,IM,,1,KAM PHARMACY,Drugs,7.5,100,7.5,7.5,Active,,
INJ026,Hydrocortisone Inj. 100Mg,DRUGS,Injection,,N/a,N/a,Hydrocortisone Inj. 100Mg,Hydrocortisone Inj. 100Mg,NJIMIA PHARMACEUTICALS,Anti-Allergic/Anti-Anaphylactic,Accesories,Hydrocortisone Sodium,,,,1,,Drugs,24,100,24,24,Active,,
INJ027,PETHIDINE 100Mg INJ,DRUGS,Injection,0,N/a,N/a,PETHIDINE 100Mg INJ,PETHIDINE 100Mg INJ,GLAXOSMITHKLINE,Analgesic,Accesories,Pethidine,Injection,IV,,10,GLAXOSMITHKLINE,Drugs,61.6,150,61.6,61.6,Active,,
INT. CREAM,Intamine Cream,DRUGS,Ointment/cream,0,G,G,Intamine Cream,Intamine Cream,SANOFI PASTEUR,Antihistamine,Anti-allergy,mepyramine maleate 2%,Cream,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,85.2,200,85.2,85.2,Active,,
ITRA,ITRACONAZOLE,DRUGS,Tablets/capsules,0,Mg,Mg,ITRACONAZOLE,ITRACONAZOLE,SANOFI PASTEUR,Antifungal,Anti Fungals,ITRACONAZOLE,CAPSULES,PO,,4,NJIMIA PHARMACEUTICALS,Drugs,127.5,225,127.5,127.5,Active,,
KARVOL,KARVOL CAPSULES,DRUGS,Tablets/capsules,0,N/a,N/a,KARVOL CAPSULES,KARVOL CAPSULES,SANOFI PASTEUR,Nasal Decongestants,Decongestants,KARVOL,CAPSULES,Other(Specify),,10,NJIMIA PHARMACEUTICALS,Drugs,41.4,70,41.4,41.4,Active,,
KEF,KEFSTAR 500MG TABS,DRUGS,Tablets/capsules,0,Mg,Mg,KEFSTAR 500MG TABS,KEFSTAR 500MG TABS,GLAXOSMITHKLINE,Antibiotic,Antibacterial,cefuroxime Axetil,Tablets,PO,,1,AGA KHAN,Drugs,139.5,198,139.5,139.5,Active,,
KY  SUR,Ky Jelly,DRUGS,Surgical,0,N/a,N/a,Ky Jelly,Ky Jelly,GLAXOSMITHKLINE,Lubricant Jelly,Accesories,,,,,1,,Drugs,263,515,263,263,Active,,
LAMIS,LAMISIL CREAM 1% 15G,DRUGS,Ointment/cream,0,G,G,LAMISIL CREAM 1% 15G,LAMISIL CREAM 1% 15G,GLAXOSMITHKLINE,Anti-Fungal Cream,Anti Fungals,TERBINAFINE CREAM,Cream,Topical,,1,NJIMIA PHARMACEUTICALS,Drugs,990,1600,990,990,Active,,
LAN.INS.,Lantus solostar 3 ml cartridge*5''s,DRUGS,Injection,0,Units,Units,Lantus solostar 3 ml cartridge*5''s,Lantus solostar 3 ml cartridge*5''s,NJIMIA PHARMACEUTICALS,Anti-Diabetic,Anti-Diabetic,Lantus Insulin,Injection,Other(Specify),,5,,Drugs,6500,8900,6500,6500,Active,,
LEM,LEMSIP COLD AND FLU LEMON,DRUGS,Satchets,0,Cup,Cup,LEMSIP COLD AND FLU LEMON,LEMSIP COLD AND FLU LEMON,NJIMIA PHARMACEUTICALS,Antihistamine,Anti-allergy,COLD AND FLU LEMON,Other(Specify),PO,,1,NJIMIA PHARMACEUTICALS,Drugs,103.8,160,103.8,103.8,Active,,
LEVBAC,levobact-750,DRUGS,Tablets/capsules,0,Mg,Mg,levobact-750,levobact-750,GLAXOSMITHKLINE,Antibiotic,Antibacterial,,,,,10,,Drugs,60,0,60,60,Active,,
LEVOBACT,LEVOBACT 500MG,DRUGS,Tablets/capsules,0,Mg,Mg,LEVOBACT 500MG,LEVOBACT 500MG,SANOFI PASTEUR,Antibiotic,Antibacterial,LEVOBACT-500MG,Tablets,PO,,10,NJIMIA PHARMACEUTICALS,Drugs,55,95,55,55,Active,,
LEVOX,XYZAL SOLUTION 75ML,DRUGS,Mixture/Syrup,0,Ml,Ml,XYZAL SOLUTION 75ML,XYZAL SOLUTION 75ML,SANOFI PASTEUR,Antihistamine,Antihistamine,LEVOCETRIZINE 2HCL 0.5MG,SOLUTION,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,718,1190,718,718,Active,,
LIDOCN 2%,Lidocaine 2%,SURGICALS,Injection,0,Ml,Ml,Lidocaine 2%,Lidocaine 2%,SANOFI PASTEUR,Local Anaesthesia Agent,Analgesic,Lidocaine 2%,Injection,IM,,1,,Drugs,32,170,32,32,Inactive,,
LIQ SYR,Liquid Paraffin/cc,DRUGS,Suspension,0,N/a,N/a,Liquid Paraffin/cc,Liquid Paraffin/cc,GLAXOSMITHKLINE,Lubricant,Accesories,Liquid Paraffin,,,,1,,Drugs,0.5,10,0.5,0.5,Active,,
LOF MR,LOFEN MR TABS,DRUGS,Tablets/capsules,0,Mg,Mg,LOFEN MR TABS,LOFEN MR TABS,GLAXOSMITHKLINE,Analgesic,Analgesic,"PARACETAMOL,CHLORZOXAZONEAND ACECLOFENAC",Tablets,PO,,1,KAM PHARMACY,Drugs,22,40,22,22,Active,,
LOF.PLUS,Lofen Plus,DRUGS,Tablets/capsules,0,Mg,Mg,Lofen Plus,Lofen Plus,GLAXOSMITHKLINE,Analgesic,Analgesic,paracetamol+Aceclofenac+Serratiopeptidase,Tablets,PO,,10,,Drugs,0,30,0,0,Active,,
LOFEN,LOFEN 100MGS TABS,DRUGS,Tablets/capsules,0,Mg,Mg,LOFEN 100MGS TABS,LOFEN 100MGS TABS,NJIMIA PHARMACEUTICALS,Analgesic,Analgesic,ACECLOFENAC TABS,Tablets,PO,,1,KAM PHARMACY,Drugs,15,30,15,15,Active,,
LUMIGAN,LUMIGAN DROPS,DRUGS,Eye/ear/nose Drops,0,Mg,Mg,LUMIGAN DROPS,LUMIGAN DROPS,NJIMIA PHARMACEUTICALS,Antibiotic,Anti-allergy,BIMATOPROST 0.3MG/ML,Eye Drops,Other(Specify),,1,NJIMIA PHARMACEUTICALS,Drugs,2046,3190,2046,2046,Active,,
LYR,LYRICA 75MG,DRUGS,Tablets/capsules,0,Mg,Mg,LYRICA 75MG,LYRICA 75MG,GLAXOSMITHKLINE,Analgesic,Muscle Relaxant,PREGABALINE 75MG,CAPSULES,PO,,28,NJIMIA PHARMACEUTICALS,Drugs,93.68,145,93.68,93.68,Active,,
MAA SYR,Maalox suspension 350Mls,DRUGS,Suspension,0,N/a,N/a,Maalox suspension 350Mls,Maalox suspension 350Mls,SANOFI PASTEUR,Anti-Acid,Accesories,Aluminium Hydroxide+Magnesium Hydroxide,Suspension,PO,,1,,Drugs,470,850,470,470,Active,,
MAAL. PLUS,Maalox plus tabs,DRUGS,Tablets/capsules,0,Mg,Mg,Maalox plus tabs,Maalox plus tabs,SANOFI PASTEUR,Anti-Acid,Antacid & Anti-ulcer,Magnesium  Trisilicate BP 250mg+ Dried Aluminium Hydroxide Gel BP 125mg,Tablets,PO,,1,SANOFI PASTEUR,Drugs,19.9,38,19.9,19.9,Active,,
MAAL.TAB,MAALOX TABLET,DRUGS,Tablets/capsules,0,Mcg,Mcg,MAALOX TABLET,MAALOX TABLET,SANOFI PASTEUR,Anti-Acid,Antacid & Anti-ulcer,Magnesium  Trisilicate BP 250mg+ Dried Aluminium Hydroxide Gel BP 125mg,Tablets,PO,,1,SANOFI PASTEUR,Drugs,16.6,34,16.6,16.6,Active,,
MACCATNEY BOTTLES,MacCatney bottles,PATHOLOGY,OTHERS,0,Pieces,Pieces,MacCatney bottles,MacCatney bottles,GLAXOSMITHKLINE,N/A,Unknown,,,,,1,,Pathology,0,0,0,0,Inactive,,
MAL. TABS,MALANIL TABLETS,DRUGS,Tablets/capsules,0,G,G,MALANIL TABLETS,MALANIL TABLETS,GLAXOSMITHKLINE,Anti-Malaria,Anti Protozoal Drugs,ATOVAQOUNE/PROGUANIL HYDROCHOLRIDE,Tablets,PO,,1,NJIMIA PHARMACEUTICALS,Drugs,0,200,0,0,Active,,
